UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,01/22/20,01/23/20,01/24/20,01/25/20,01/26/20,01/27/20,01/28/20,01/29/20,01/30/20,01/31/20,02/01/20,02/02/20,02/03/20,02/04/20,02/05/20,02/06/20,02/07/20,02/08/20,02/09/20,02/10/20,02/11/20,02/12/20,02/13/20,02/14/20,02/15/20,02/16/20,02/17/20,02/18/20,02/19/20,02/20/20,02/21/20,02/22/20,02/23/20,02/24/20,02/25/20,02/26/20,02/27/20,02/28/20,02/29/20,03/01/20,03/02/20,03/03/20,03/04/20,03/05/20,03/06/20,03/07/20,03/08/20,03/09/20,03/10/20,03/11/20,03/12/20,03/13/20,03/14/20,03/15/20,03/16/20,03/17/20,03/18/20,03/19/20,03/20/20,03/21/20,03/22/20,03/23/20,03/24/20,03/25/20,03/26/20,03/27/20,03/28/20,03/29/20,03/30/20,03/31/20,04/01/20,04/02/20,04/03/20,04/04/20,04/05/20,04/06/20,04/07/20,04/08/20,04/09/20,04/10/20,04/11/20,04/12/20,04/13/20,04/14/20,04/15/20,04/16/20,04/17/20,04/18/20,04/19/20,04/20/20,04/21/20,04/22/20,04/23/20,04/24/20,04/25/20,04/26/20,04/27/20,04/28/20,04/29/20,04/30/20,05/01/20,05/02/20,05/03/20,05/04/20,05/05/20,05/06/20,05/07/20,05/08/20,05/09/20,05/10/20,05/11/20,05/12/20,05/13/20,05/14/20,05/15/20,05/16/20,05/17/20,05/18/20,05/19/20,05/20/20,05/21/20,05/22/20,05/23/20,05/24/20,05/25/20,05/26/20,05/27/20,05/28/20,05/29/20,05/30/20,05/31/20,06/01/20,06/02/20,06/03/20,06/04/20,06/05/20,06/06/20,06/07/20,06/08/20,06/09/20,06/10/20,06/11/20,06/12/20,06/13/20,06/14/20,06/15/20,06/16/20,06/17/20,06/18/20,06/19/20,06/20/20,06/21/20,06/22/20,06/23/20,06/24/20,06/25/20,06/26/20,06/27/20,06/28/20,06/29/20,06/30/20,07/01/20,07/02/20,07/03/20,07/04/20,07/05/20,07/06/20,07/07/20,07/08/20,07/09/20,07/10/20,07/11/20,07/12/20,07/13/20,07/14/20,07/15/20,07/16/20,07/17/20,07/18/20,07/19/20,07/20/20,07/21/20,07/22/20,07/23/20,07/24/20,07/25/20,07/26/20,07/27/20,07/28/20,07/29/20,07/30/20,07/31/20,08/01/20,08/02/20,08/03/20,08/05/20,08/04/20,08/09/20,08/08/20,08/07/20,08/06/20,08/11/20,08/10/20,08/12/20,08/14/20,08/13/20,08/15/20,08/18/20,08/17/20,08/16/20,08/19/20,08/20/20,08/25/20,08/24/20,08/23/20,08/22/20,08/21/20,08/26/20,08/31/20,08/30/20,08/29/20,08/28/20,08/27/20,09/02/20,09/01/20,09/03/20,09/04/20,09/06/20,09/05/20,09/07/20,09/09/20,09/08/20,09/10/20,09/14/20,09/13/20,09/12/20,09/11/20,09/16/20,09/15/20,09/18/20,09/17/20,09/22/20,09/21/20,09/20/20,09/19/20,09/25/20,09/24/20,09/23/20,09/29/20,09/28/20,09/27/20,09/26/20,10/01/20,09/30/20,10/05/20,10/04/20,10/03/20,10/02/20,10/06/20,10/08/20,10/07/20,10/12/20,10/11/20,10/10/20,10/09/20,10/15/20,10/14/20,10/13/20,10/18/20,10/17/20,10/16/20,10/19/20,10/26/20,10/25/20,10/24/20,10/23/20,10/22/20,10/21/20,10/20/20,10/28/20,10/27/20,11/02/20,11/01/20,10/31/20,10/30/20,10/29/20,11/03/20,11/05/20,11/04/20,11/11/20,11/10/20,11/09/20,11/08/20,11/07/20,11/06/20,11/13/20,11/12/20,11/16/20,11/15/20,11/14/20
,,,,,,Lipetsk Oblast,Russia,52.6935178,39.1122664,"Lipetsk Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,8,9,10,10,11,15,18,18,18,26,26,44,48,55,58,63,69,74,85,96,108,129,149,169,189,213,238,263,284,306,330,356,384,415,446,481,520,563,610,656,703,752,801,849,897,944,990,1036,1083,1133,1186,1240,1298,1377,1439,1503,1568,1633,1696,1764,1836,1906,1976,2048,2123,2194,2261,2326,2388,2452,2516,2577,2637,2697,2758,2817,2878,2937,2995,3053,3113,3171,3228,3285,3337,3388,3438,3487,3536,3583,3623,3663,3702,3741,3779,3816,3852,3888,3923,3958,3992,4026,4060,4093,4125,4158,4190,4223,4255,4287,4318,4349,4374,4395,4410,4423,4435,4448,4460,4474,4488,4499,4510,4522,4536,4550,4565,4578,4594,4631,4612,4697,4682,4665,4646,4731,4713,4750,4783,4766,4800,4850,4834,4816,4867,4883,4968,4952,4934,4918,4901,4985,5094,5063,5041,5020,5001,5159,5125,5193,5225,5288,5257,5318,5386,5351,5423,5549,5518,5488,5456,5616,5582,5682,5650,5812,5779,5747,5715,5915,5881,5847,6061,6024,5987,5951,6143,6101,6320,6275,6231,6188,6366,6464,6414,6679,6625,6568,6516,6857,6793,6735,7059,6992,6924,7130,7686,7604,7520,7438,7358,7280,7204,7855,7769,8275,8193,8107,8021,7937,8365,8552,8457,9130,9034,8936,8839,8741,8645,9327,9229,9621,9522,9425
,,,,,,Magadan Oblast,Russia,62.48858785,153.9903764,"Magadan Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,18,18,62,63,63,65,67,76,78,87,88,91,92,99,101,110,114,116,116,131,136,138,146,154,155,155,157,162,163,171,174,186,189,196,201,206,209,218,223,223,227,228,230,238,238,243,246,248,260,271,286,313,327,339,348,359,397,432,459,480,501,511,519,521,540,559,586,606,609,620,642,654,669,697,731,764,791,833,875,907,928,935,947,951,978,1001,1014,1038,1055,1068,1074,1098,1120,1132,1144,1161,1168,1186,1203,1216,1231,1243,1263,1269,1278,1298,1317,1336,1357,1380,1421,1402,1501,1484,1464,1442,1554,1520,1576,1619,1599,1637,1688,1664,1651,1701,1721,1793,1787,1781,1765,1740,1809,1928,1904,1883,1857,1825,1966,1943,1992,2020,2083,2049,2116,2181,2150,2210,2340,2308,2275,2241,2406,2372,2484,2451,2637,2594,2556,2522,2756,2720,2680,2899,2865,2830,2793,2971,2933,3131,3091,3049,3010,3172,3254,3211,3434,3389,3343,3297,3577,3530,3482,3723,3674,3625,3771,4093,4047,3999,3953,3908,3865,3817,4189,4143,4431,4381,4333,4283,4235,4479,4576,4527,4854,4808,4763,4716,4668,4623,4941,4898,5076,5031,4987
,,,,,,Mari El Republic,Russia,56.5767504,47.8817512,"Mari El Republic, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,4,13,13,40,41,63,63,70,80,91,118,147,179,219,262,291,311,333,348,377,407,431,462,500,535,566,597,628,668,717,750,783,814,845,882,903,928,964,996,1033,1078,1130,1184,1235,1285,1322,1360,1397,1438,1479,1518,1559,1602,1643,1689,1733,1774,1815,1854,1894,1933,1975,2019,2061,2104,2151,2193,2236,2283,2331,2375,2419,2462,2510,2557,2602,2642,2679,2710,2745,2783,2819,2849,2880,2905,2930,2959,2990,3020,3045,3073,3100,3128,3157,3184,3213,3241,3268,3296,3325,3353,3380,3409,3436,3464,3493,3520,3548,3574,3601,3627,3652,3675,3697,3716,3734,3752,3770,3786,3800,3815,3844,3830,3903,3888,3873,3859,3932,3917,3947,3979,3962,3995,4045,4028,4012,4061,4078,4161,4144,4128,4112,4095,4178,4260,4244,4227,4211,4194,4293,4276,4309,4326,4359,4343,4375,4410,4392,4427,4505,4484,4465,4444,4549,4527,4590,4569,4675,4653,4632,4612,4742,4720,4698,4833,4810,4787,4765,4881,4857,4979,4954,4929,4904,5007,5064,5034,5207,5171,5134,5099,5321,5282,5245,5470,5416,5366,5522,5889,5837,5786,5733,5682,5631,5576,5984,5938,6211,6168,6120,6075,6029,6260,6344,6305,6619,6572,6527,6482,6438,6392,6715,6667,6861,6812,6763
,,,,,,Mordovia Republic,Russia,54.4419829,44.4661144,"Mordovia Republic, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,4,4,4,5,5,6,6,13,17,19,19,42,58,71,71,71,136,198,258,293,327,357,385,424,469,518,560,592,659,698,728,765,808,867,923,977,1018,1055,1102,1148,1190,1225,1262,1296,1323,1348,1376,1409,1443,1477,1512,1548,1580,1612,1646,1684,1727,1776,1820,1860,1895,1931,1970,2012,2051,2098,2138,2185,2230,2296,2360,2418,2480,2538,2596,2652,2707,2762,2818,2874,2931,2986,3040,3094,3143,3192,3240,3284,3324,3359,3394,3431,3467,3505,3542,3577,3611,3646,3680,3717,3755,3792,3829,3865,3901,3938,3976,4014,4051,4086,4121,4157,4192,4227,4261,4295,4328,4360,4392,4424,4457,4490,4522,4553,4585,4647,4616,4768,4739,4709,4679,4828,4798,4857,4920,4888,4952,5047,5015,4983,5078,5109,5269,5238,5207,5174,5141,5301,5462,5430,5399,5367,5334,5524,5493,5556,5587,5652,5620,5683,5745,5714,5776,5901,5870,5838,5808,5961,5931,6024,5992,6155,6122,6090,6057,6254,6220,6188,6400,6361,6324,6288,6477,6438,6636,6594,6553,6514,6681,6777,6728,7011,6946,6885,6827,7208,7142,7076,7401,7337,7272,7465,7924,7858,7791,7726,7662,7596,7531,8054,7989,8392,8323,8254,8187,8121,8460,8600,8530,9073,8988,8904,8825,8748,8673,9249,9160,9517,9428,9338
,,,,,,Moscow,Russia,55.7504461,37.6174943,"Moscow, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,8,8,14,18,23,32,32,52,56,87,99,132,138,191,262,290,410,546,703,817,1014,1226,1613,1880,2475,2923,3357,3893,4484,5181,5841,6698,7822,8852,10158,11513,13002,14776,16146,18105,20754,24324,26350,29433,31981,33940,36897,39509,42480,45351,48426,50646,53739,57300,62658,68606,74401,80115,85973,92676,98522,104189,109740,115909,121301,126004,130716,135464,138969,142824,146062,149607,152306,155219,158207,161397,163913,166473,169303,171443,173497,175829,178196,180791,183088,185374,187216,189214,191069,193061,195017,197018,198590,199785,201221,202935,204428,205905,207264,208680,209745,210785,211921,212978,213946,215014,216095,216906,217791,218604,219354,220071,220853,221598,222209,222871,223530,224210,224860,225545,226174,226795,227363,228000,228678,229357,230029,230642,231270,231801,232376,232954,233545,234123,234725,235363,235971,236616,237264,237947,238641,239315,239986,240664,241359,242049,242713,243406,244784,244097,247534,246845,246154,245468,248922,248228,249611,250991,250303,251686,253757,253064,252374,254448,255136,258430,257749,257124,256513,255826,259070,262418,261733,261038,260361,259707,263684,263059,264374,265066,266357,265737,267047,268384,267742,269079,271793,271097,270447,269777,273273,272523,274808,274003,278388,277408,276493,275633,281968,280408,279358,290293,287993,285776,283760,295025,292601,307477,303940,300613,297729,311559,318111,314788,334813,330418,325917,321812,347946,344004,339431,362253,357643,352995,367629,401040,395816,391361,386908,381430,377017,372628,409022,405352,434205,429409,424148,419196,413928,439355,450436,445181,485545,481068,475166,468269,462518,456689,497516,491542,516574,510214,503943
,,,,,,Moscow Oblast,Russia,55.50431579999999,38.0353929,"Moscow Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,5,8,9,11,12,17,18,35,35,35,35,41,41,49,85,112,119,119,134,177,211,260,305,387,454,549,748,930,1082,1360,1855,2315,2587,3054,3526,3954,4663,5241,5959,6590,7278,7889,8494,9070,9708,10231,10917,11710,12507,13314,14136,14939,15761,16590,17432,18350,19425,20558,21637,22700,23662,24580,25525,26462,27369,28290,29188,30091,30983,31807,32653,33515,34346,35163,35956,36730,37503,38238,38995,39723,40455,41191,41958,42720,43478,44232,44983,45722,46457,47181,47911,48636,49353,50042,50736,51416,52083,52729,53320,53869,54375,54879,55386,55853,56243,56609,56934,57269,57570,57876,58193,58491,58766,59053,59345,59522,59716,59908,60107,60295,60492,60688,60886,61059,61233,61399,61572,61743,61896,62045,62173,62318,62461,62609,62753,62892,63018,63155,63299,63449,63598,63755,63915,64238,64076,64865,64716,64555,64397,65172,65018,65324,65628,65472,65781,66233,66088,65935,66384,66541,67308,67165,67017,66853,66692,67451,68223,68077,67912,67749,67599,68537,68379,68700,68864,69199,69032,69365,69664,69500,69833,70507,70344,70178,70008,70831,70658,71173,71008,71901,71729,71536,71348,72529,72321,72116,73380,73171,72959,72733,73832,73602,74970,74631,74335,74076,75317,76145,75712,77831,77391,76972,76556,79119,78680,78251,80485,80025,79567,80951,84247,83748,83257,82777,82305,81843,81377,85248,84743,87922,87366,86821,86286,85762,88489,89646,89058,93570,92869,92184,91524,90880,90251,95059,94299,97467,96657,95845
,,,,,,Murmansk Oblast,Russia,68.00004179999999,33.9999151,"Murmansk Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,5,11,11,15,15,15,15,18,18,43,44,67,67,128,128,128,265,306,314,321,354,400,435,506,603,663,856,961,989,1056,1126,1227,1313,1456,1694,1974,2101,2237,2272,2322,2340,2371,2416,2428,2471,2492,2551,2644,2654,2666,2684,2714,2781,2834,2868,2900,2936,2981,3030,3076,3136,3181,3222,3264,3296,3342,3375,3422,3472,3530,3576,3674,3700,3760,3818,3889,3946,4011,4083,4155,4219,4280,4346,4431,4516,4586,4660,4732,4811,4901,4994,5093,5211,5346,5485,5632,5766,5903,6038,6196,6359,6512,6685,6866,7049,7228,7410,7597,7780,7943,8105,8272,8444,8616,8799,8976,9146,9311,9469,9627,9791,9947,10093,10232,10370,10507,10640,10895,10769,11350,11252,11136,11017,11517,11439,11589,11720,11656,11787,11981,11914,11849,12046,12108,12428,12364,12302,12236,12171,12496,12827,12760,12696,12631,12565,12967,12892,13040,13110,13233,13173,13295,13424,13358,13493,13764,13695,13628,13560,13911,13836,14060,13984,14362,14290,14215,14138,14586,14510,14435,14902,14819,14738,14661,15082,14989,15486,15375,15270,15174,15610,15885,15743,16479,16328,16176,16028,16945,16788,16629,17452,17280,17110,17623,18878,18691,18502,18316,18136,17965,17793,19260,19067,20266,20056,19852,19656,19457,20482,20928,20703,22318,22073,21834,21600,21370,21147,22821,22569,23587,23328,23076
,,,,,,Nenets Autonomous Okrug,Russia,68.27557185,57.1686375,"Nenets Autonomous Okrug, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,29,30,33,34,34,45,47,47,47,48,49,49,49,50,50,50,50,52,52,54,54,57,58,59,60,62,62,62,64,66,68,69,71,72,73,74,74,75,80,80,80,80,80,80,80,81,81,82,85,89,90,90,90,95,95,95,95,95,95,96,102,102,102,104,107,107,129,131,152,158,158,171,178,190,190,215,250,251,254,255,256,257,258,260,260,260,260,261,264,264,264,265,268,273,274,274,275,275,283,275,287,287,284,284,288,287,289,289,289,297,297,297,297,299,299,305,303,303,303,303,309,314,314,314,311,311,315,314,315,316,318,316,319,320,319,320,323,323,323,322,324,323,324,324,325,325,325,324,329,329,327,330,330,330,330,333,332,338,338,336,335,338,340,339,353,351,348,342,363,361,356,388,380,372,392,424,420,415,407,402,401,398,433,429,478,474,468,457,451,484,500,491,542,534,526,521,513,507,558,550,582,574,566
,,,,,,Nizhny Novgorod Oblast,Russia,55.47180329999999,44.0911594,"Nizhny Novgorod Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,7,7,7,7,8,8,8,11,11,11,12,12,25,25,25,47,56,56,80,87,119,152,194,224,292,339,404,458,517,646,759,860,929,1002,1096,1214,1367,1574,1663,1794,1944,2123,2443,2695,2852,3026,3298,3610,3886,4180,4442,4733,5087,5358,5596,5903,6132,6413,6692,6952,7209,7413,7615,7826,8047,8276,8504,8735,8963,9244,9533,9834,10149,10503,10850,11169,11499,11820,12137,12442,12734,13038,13341,13562,13780,13995,14204,14410,14648,14881,15100,15328,15555,15774,15990,16197,16414,16624,16838,17060,17278,17481,17709,17943,18172,18397,18614,18826,19024,19241,19465,19684,19907,20129,20341,20534,20763,20984,21200,21405,21623,21814,22010,22227,22429,22623,22807,22984,23172,23335,23489,23647,23792,23951,24097,24236,24446,24345,24889,24771,24654,24551,25128,25009,25252,25510,25382,25635,25994,25878,25758,26132,26264,26866,26744,26630,26513,26391,26995,27688,27550,27407,27262,27129,27967,27820,28110,28255,28562,28409,28713,29018,28859,29181,29804,29657,29498,29342,30108,29943,30435,30274,31083,30926,30764,30599,31558,31390,31230,32224,32056,31891,31724,32585,32399,33374,33176,32975,32776,33578,34039,33805,35076,34805,34543,34286,35908,35627,35350,36770,36481,36193,37062,39636,39260,38864,38480,38114,37760,37428,40382,40005,42349,41960,41566,41169,40768,42740,43579,43157,46100,45686,45284,44873,44444,44010,46954,46521,48210,47807,47395
,,,,,,North Ossetia - Alania Republic,Russia,42.79336110000001,44.6324493,"North Ossetia - Alania Republic, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,5,8,9,15,22,27,27,34,34,52,52,52,65,94,120,145,177,211,242,275,305,348,401,549,670,763,836,921,990,1069,1160,1253,1342,1436,1505,1575,1647,1723,1801,1871,1943,2016,2090,2165,2242,2314,2387,2456,2523,2585,2645,2702,2755,2807,2858,2907,2957,3005,3055,3104,3151,3197,3241,3283,3324,3364,3403,3440,3477,3513,3547,3581,3613,3645,3676,3706,3737,3768,3798,3826,3854,3883,3910,3935,3960,3984,4006,4028,4049,4070,4092,4114,4135,4155,4175,4193,4209,4224,4240,4256,4271,4287,4303,4320,4337,4353,4369,4384,4399,4415,4431,4448,4465,4483,4501,4517,4531,4544,4557,4568,4578,4596,4587,4624,4618,4611,4604,4635,4630,4642,4659,4650,4669,4700,4690,4679,4712,4725,4804,4787,4771,4755,4740,4821,4922,4901,4880,4860,4840,4966,4943,4989,5013,5062,5037,5087,5137,5111,5163,5280,5250,5220,5191,5343,5311,5408,5375,5541,5508,5474,5440,5644,5609,5575,5785,5750,5715,5679,5853,5819,5995,5960,5924,5888,6030,6104,6067,6259,6220,6180,6142,6378,6338,6298,6508,6463,6420,6554,6918,6862,6807,6753,6701,6651,6602,7032,6974,7345,7279,7215,7152,7091,7411,7547,7478,7964,7894,7825,7756,7686,7617,8105,8035,8318,8246,8175
,,,,,,Novgorod Oblast,Russia,58.2843833,32.5169757,"Novgorod Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,5,5,5,12,18,18,18,26,26,26,53,74,80,98,108,114,140,157,171,186,211,244,254,266,279,297,322,348,372,399,417,438,457,469,497,514,541,555,570,584,598,631,652,685,695,727,749,784,844,914,1003,1049,1094,1167,1230,1281,1353,1430,1493,1546,1588,1634,1676,1734,1779,1823,1867,1913,1963,2011,2063,2121,2183,2245,2303,2362,2417,2478,2535,2591,2653,2698,2742,2792,2839,2884,2931,2978,3022,3068,3105,3142,3178,3217,3256,3296,3337,3376,3413,3431,3450,3470,3489,3510,3530,3549,3569,3584,3603,3621,3639,3656,3672,3690,3710,3729,3746,3766,3791,3811,3843,3830,3902,3886,3872,3859,3933,3917,3950,3990,3969,4010,4070,4050,4029,4092,4113,4216,4195,4175,4155,4132,4235,4340,4319,4296,4274,4254,4385,4363,4406,4428,4477,4452,4501,4554,4527,4580,4689,4661,4635,4609,4745,4716,4803,4775,4923,4891,4862,4832,5032,4993,4953,5203,5158,5115,5073,5303,5252,5530,5473,5415,5358,5588,5705,5647,5949,5885,5825,5766,6136,6072,6011,6334,6264,6199,6402,6937,6857,6780,6702,6627,6551,6477,7103,7018,7541,7452,7361,7274,7187,7631,7822,7724,8515,8388,8266,8149,8036,7927,8784,8646,9231,9074,8924
,,,,,,Novosibirsk Oblast,Russia,54.9720169,79.48139240000002,"Novosibirsk Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,4,5,5,7,8,9,9,10,10,10,10,11,11,11,13,18,21,28,28,36,36,53,64,76,86,108,132,135,151,168,209,247,305,347,407,436,471,526,569,620,681,746,809,876,949,1025,1100,1171,1226,1300,1376,1447,1511,1581,1652,1728,1805,1881,1960,2043,2124,2213,2300,2397,2493,2596,2705,2809,2914,3020,3122,3226,3334,3441,3546,3648,3752,3858,3960,4069,4177,4285,4394,4497,4604,4711,4819,4928,5033,5142,5248,5356,5458,5566,5671,5769,5876,5985,6085,6177,6282,6393,6505,6611,6724,6831,6932,7043,7153,7274,7386,7505,7608,7728,7845,7959,8077,8186,8288,8401,8511,8616,8717,8826,8930,9033,9140,9241,9346,9444,9548,9654,9846,9749,10182,10130,10031,9939,10334,10269,10398,10518,10451,10574,10724,10674,10621,10775,10819,11094,11035,10978,10928,10872,11141,11404,11344,11289,11238,11192,11501,11456,11551,11607,11727,11670,11777,11885,11829,11941,12148,12093,12044,11994,12260,12207,12356,12307,12587,12526,12471,12410,12782,12715,12652,13070,12999,12930,12854,13229,13147,13543,13470,13393,13314,13621,13790,13703,14205,14090,13972,13877,14566,14439,14319,14979,14830,14695,15136,16398,16221,16040,15861,15686,15506,15320,16761,16581,17662,17483,17306,17124,16939,17844,18205,18025,19277,19092,18913,18739,18562,18381,19639,19455,20175,20001,19825
,,,,,,Omsk Oblast,Russia,56.09352629999999,73.5099936,"Omsk Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,9,9,10,10,10,14,15,15,17,17,19,20,20,22,23,26,31,33,36,41,45,53,54,58,62,71,82,87,97,107,116,127,161,191,197,208,223,245,279,302,332,355,389,436,476,534,599,652,717,764,838,925,985,1044,1097,1139,1226,1268,1318,1387,1411,1437,1482,1540,1595,1676,1718,1776,1851,1930,1977,2063,2148,2247,2340,2437,2535,2624,2727,2821,2920,3018,3100,3184,3236,3297,3372,3455,3533,3615,3701,3780,3863,3950,4036,4120,4202,4285,4374,4469,4563,4656,4751,4844,4949,5066,5172,5286,5395,5503,5607,5725,5854,5969,6077,6184,6298,6413,6524,6643,6768,6882,6990,7102,7318,7209,7748,7636,7531,7424,7961,7856,8067,8281,8175,8388,8684,8590,8491,8776,8839,9070,9043,8999,8950,8893,9085,9282,9241,9197,9154,9115,9369,9324,9412,9458,9560,9507,9614,9724,9670,9779,9962,9930,9885,9830,10040,10006,10140,10088,10376,10307,10249,10190,10597,10521,10449,10938,10853,10765,10679,11117,11028,11509,11410,11311,11213,11610,11836,11719,12407,12258,12111,11968,12872,12714,12559,13374,13205,13037,13545,14815,14625,14436,14251,14070,13891,13718,15196,15006,16183,15982,15783,15585,15388,16385,16801,16590,18124,17899,17676,17456,17235,17016,18574,18350,19250,19024,18801
,,,,,,Orel Oblast,Russia,52.96854329999999,36.0692477,"Orel Oblast, Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3,3,6,6,7,12,12,17,24,29,29,34,41,41,73,85,119,132,175,198,238,249,296,321,363,407,460,498,525,562,594,662,681,756,813,865,923,973,1023,1087,1148,1207,1264,1329,1381,1449,1517,1549,1598,1647,1679,1740,1808,1867,1942,2023,2082,2147,2225,2300,2341,2372,2443,2528,2649,2760,2870,2967,3092,3181,3283,3392,3473,3559,3681,3791,3858,3929,4003,4068,4128,4186,4241,4281,4318,4358,4396,4437,4480,4513,4544,4579,4610,4644,4684,4741,4795,4840,4883,4930,4974,5020,5069,5113,5153,5198,5240,5280,5318,5349,5378,5403,5425,5447,5468,5493,5523,5552,5582,5614,5645,5675,5707,5741,5812,5776,5966,5923,5885,5848,6068,6016,6170,6310,6250,6355,6479,6436,6396,6520,6558,6769,6727,6681,6636,6597,6808,7029,6982,6936,6889,6849,7131,7080,7179,7228,7326,7278,7377,7476,7427,7525,7723,7675,7624,7575,7826,7774,7925,7874,8128,8076,8025,7975,8290,8233,8181,8518,8458,8403,8346,8642,8580,8933,8848,8777,8707,9027,9224,9126,9665,9553,9434,9324,10005,9891,9775,10360,10240,10122,10484,11357,11236,11120,11006,10889,10773,10653,11599,11479,12232,12102,11973,11846,11721,12360,12614,12489,13415,13280,13146,13013,12881,12747,13684,13548,14080,13950,13818
